t,x,y
77.9,0.0187535,6.39856e+06
78,0.0188063,6.39864e+06
78.1,0.0188593,6.39873e+06
78.2,0.0189123,6.39881e+06
78.3,0.0189654,6.3989e+06
78.4,0.0190186,6.39898e+06
78.5,0.0190719,6.39907e+06
78.6,0.0191253,6.39916e+06
78.7,0.0191787,6.39924e+06
78.8,0.0192323,6.39933e+06
78.9,0.0192859,6.39942e+06
79,0.0193397,6.3995e+06
79.1,0.0193935,6.39959e+06
79.2,0.0194474,6.39968e+06
79.3,0.0195014,6.39977e+06
79.4,0.0195555,6.39986e+06
79.5,0.0196097,6.39994e+06
79.6,0.019664,6.40003e+06
79.7,0.0197184,6.40012e+06
79.8,0.0197729,6.40021e+06
79.9,0.0198274,6.4003e+06
80,0.0198821,6.40039e+06
80.1,0.0199368,6.40048e+06
80.2,0.0199917,6.40057e+06
80.3,0.0200466,6.40065e+06
80.4,0.0201016,6.40074e+06
80.5,0.0201567,6.40083e+06
80.6,0.0202119,6.40092e+06
80.7,0.0202672,6.40102e+06
80.8,0.0203226,6.40111e+06
80.9,0.0203781,6.4012e+06
81,0.0204336,6.40129e+06
81.1,0.0204893,6.40138e+06
81.2,0.0205451,6.40147e+06
81.3,0.0206009,6.40156e+06
81.4,0.0206568,6.40165e+06
81.5,0.0207129,6.40174e+06
81.6,0.020769,6.40184e+06
81.7,0.0208252,6.40193e+06
81.8,0.0208815,6.40202e+06
81.9,0.0209379,6.40211e+06
82,0.0209944,6.40221e+06
82.1,0.021051,6.4023e+06
82.2,0.0211077,6.40239e+06
82.3,0.0211645,6.40249e+06
82.4,0.0212214,6.40258e+06
82.5,0.0212783,6.40267e+06
82.6,0.0213354,6.40277e+06
82.7,0.0213925,6.40286e+06
82.8,0.0214498,6.40296e+06
82.9,0.0215071,6.40305e+06
83,0.0215646,6.40314e+06
83.1,0.0216221,6.40324e+06
83.2,0.0216797,6.40333e+06
83.3,0.0217374,6.40343e+06
83.4,0.0217952,6.40352e+06
83.5,0.0218531,6.40362e+06
83.6,0.0219111,6.40372e+06
83.7,0.0219692,6.40381e+06
83.8,0.0220274,6.40391e+06
83.9,0.0220857,6.40401e+06
84,0.0221441,6.4041e+06
84.1,0.0222026,6.4042e+06
84.2,0.0222611,6.4043e+06
84.3,0.0223198,6.40439e+06
84.4,0.0223786,6.40449e+06
84.5,0.0224374,6.40459e+06
84.6,0.0224964,6.40469e+06
84.7,0.0225554,6.40478e+06
84.8,0.0226146,6.40488e+06
84.9,0.0226738,6.40498e+06
85,0.0227332,6.40508e+06
85.1,0.0227926,6.40518e+06
85.2,0.0228521,6.40528e+06
85.3,0.0229117,6.40538e+06
85.4,0.0229715,6.40547e+06
85.5,0.0230313,6.40557e+06
85.6,0.0230912,6.40567e+06
85.7,0.0231512,6.40577e+06
85.8,0.0232113,6.40587e+06
85.9,0.0232715,6.40597e+06
86,0.0233318,6.40607e+06
86.1,0.0233922,6.40618e+06
86.2,0.0234527,6.40628e+06
86.3,0.0235133,6.40638e+06
86.4,0.023574,6.40648e+06
86.5,0.0236348,6.40658e+06
86.6,0.0236957,6.40668e+06
86.7,0.0237566,6.40678e+06
86.8,0.0238177,6.40689e+06
86.9,0.0238789,6.40699e+06
87,0.0239402,6.40709e+06
87.1,0.0240015,6.40719e+06
87.2,0.024063,6.4073e+06
87.3,0.0241246,6.4074e+06
87.4,0.0241862,6.4075e+06
87.5,0.024248,6.40761e+06
87.6,0.0243099,6.40771e+06
87.7,0.0243718,6.40782e+06
87.8,0.0244339,6.40792e+06
87.9,0.0244961,6.40802e+06
88,0.0245583,6.40813e+06
88.1,0.0246207,6.40823e+06
88.2,0.0246831,6.40834e+06
88.3,0.0247457,6.40844e+06
88.4,0.0248083,6.40855e+06
88.5,0.0248711,6.40865e+06
88.6,0.024934,6.40876e+06
88.7,0.0249969,6.40887e+06
88.8,0.02506,6.40897e+06
88.9,0.0251231,6.40908e+06
89,0.0251864,6.40919e+06
89.1,0.0252497,6.40929e+06
89.2,0.0253132,6.4094e+06
89.3,0.0253767,6.40951e+06
89.4,0.0254404,6.40961e+06
89.5,0.0255041,6.40972e+06
89.6,0.025568,6.40983e+06
89.7,0.025632,6.40994e+06
89.8,0.025696,6.41005e+06
89.9,0.0257602,6.41016e+06
90,0.0258244,6.41026e+06
90.1,0.0258888,6.41037e+06
90.2,0.0259532,6.41048e+06
90.3,0.0260178,6.41059e+06
90.4,0.0260825,6.4107e+06
90.5,0.0261472,6.41081e+06
90.6,0.0262121,6.41092e+06
90.7,0.0262771,6.41103e+06
90.8,0.0263421,6.41114e+06
90.9,0.0264073,6.41125e+06
91,0.0264726,6.41136e+06
91.1,0.0265379,6.41148e+06
91.2,0.0266034,6.41159e+06
91.3,0.026669,6.4117e+06
91.4,0.0267347,6.41181e+06
91.5,0.0268005,6.41192e+06
91.6,0.0268664,6.41204e+06
91.7,0.0269323,6.41215e+06
91.8,0.0269984,6.41226e+06
91.9,0.0270646,6.41237e+06
92,0.0271309,6.41249e+06
92.1,0.0271973,6.4126e+06
92.2,0.0272638,6.41271e+06
92.3,0.0273304,6.41283e+06
92.4,0.0273972,6.41294e+06
92.5,0.027464,6.41306e+06
92.6,0.0275309,6.41317e+06
92.7,0.0275979,6.41328e+06
92.8,0.027665,6.4134e+06
92.9,0.0277323,6.41351e+06
93,0.0277996,6.41363e+06
93.1,0.0278671,6.41375e+06
93.2,0.0279346,6.41386e+06
93.3,0.0280022,6.41398e+06
93.4,0.02807,6.41409e+06
93.5,0.0281379,6.41421e+06
93.6,0.0282058,6.41433e+06
93.7,0.0282739,6.41444e+06
93.8,0.0283421,6.41456e+06
93.9,0.0284103,6.41468e+06
94,0.0284787,6.4148e+06
94.1,0.0285472,6.41491e+06
94.2,0.0286158,6.41503e+06
94.3,0.0286845,6.41515e+06
94.4,0.0287533,6.41527e+06
94.5,0.0288222,6.41539e+06
94.6,0.0288912,6.41551e+06
94.7,0.0289604,6.41563e+06
94.8,0.0290296,6.41575e+06
94.9,0.0290989,6.41586e+06
95,0.0291684,6.41598e+06
95.1,0.0292379,6.4161e+06
95.2,0.0293076,6.41623e+06
95.3,0.0293773,6.41635e+06
95.4,0.0294472,6.41647e+06
95.5,0.0295172,6.41659e+06
95.6,0.0295873,6.41671e+06
95.7,0.0296575,6.41683e+06
95.8,0.0297278,6.41695e+06
95.9,0.0297982,6.41707e+06
96,0.0298687,6.4172e+06
96.1,0.0299393,6.41732e+06
96.2,0.03001,6.41744e+06
96.3,0.0300809,6.41756e+06
96.4,0.0301518,6.41769e+06
96.5,0.0302229,6.41781e+06
96.6,0.030294,6.41793e+06
96.7,0.0303653,6.41806e+06
96.8,0.0304367,6.41818e+06
96.9,0.0305082,6.41831e+06
97,0.0305798,6.41843e+06
97.1,0.0306515,6.41856e+06
97.2,0.0307233,6.41868e+06
97.3,0.0307952,6.41881e+06
97.4,0.0308672,6.41893e+06
97.5,0.0309394,6.41906e+06
97.6,0.0310116,6.41918e+06
97.7,0.031084,6.41931e+06
97.8,0.0311565,6.41944e+06
97.9,0.031229,6.41956e+06
98,0.0313017,6.41969e+06
98.1,0.0313745,6.41982e+06
98.2,0.0314474,6.41995e+06
98.3,0.0315205,6.42007e+06
98.4,0.0315936,6.4202e+06
98.5,0.0316668,6.42033e+06
98.6,0.0317402,6.42046e+06
98.7,0.0318137,6.42059e+06
98.8,0.0318872,6.42072e+06
98.9,0.0319609,6.42084e+06
99,0.0320347,6.42097e+06
99.1,0.0321086,6.4211e+06
99.2,0.0321827,6.42123e+06
99.3,0.0322568,6.42136e+06
99.4,0.032331,6.42149e+06
99.5,0.0324054,6.42162e+06
99.6,0.0324799,6.42176e+06
99.7,0.0325544,6.42189e+06
99.8,0.0326291,6.42202e+06
99.9,0.0327039,6.42215e+06
100,0.0327789,6.42228e+06
100.1,0.0328539,6.42241e+06
100.2,0.032929,6.42255e+06
100.3,0.0330043,6.42268e+06
100.4,0.0330797,6.42281e+06
100.5,0.0331552,6.42295e+06
100.6,0.0332308,6.42308e+06
100.7,0.0333065,6.42321e+06
100.8,0.0333823,6.42335e+06
100.9,0.0334582,6.42348e+06
101,0.0335343,6.42361e+06
101.1,0.0336105,6.42375e+06
101.2,0.0336867,6.42388e+06
101.3,0.0337631,6.42402e+06
101.4,0.0338396,6.42415e+06
101.5,0.0339163,6.42429e+06
101.6,0.033993,6.42443e+06
101.7,0.0340699,6.42456e+06
101.8,0.0341468,6.4247e+06
101.9,0.0342239,6.42484e+06
102,0.0343011,6.42497e+06
102.1,0.0343784,6.42511e+06
102.2,0.0344559,6.42525e+06
102.3,0.0345334,6.42539e+06
102.4,0.0346111,6.42552e+06
102.5,0.0346888,6.42566e+06
102.6,0.0347667,6.4258e+06
102.7,0.0348447,6.42594e+06
102.8,0.0349229,6.42608e+06
102.9,0.0350011,6.42622e+06
103,0.0350795,6.42636e+06
103.1,0.035158,6.4265e+06
103.2,0.0352366,6.42664e+06
103.3,0.0353153,6.42678e+06
103.4,0.0353941,6.42692e+06
103.5,0.035473,6.42706e+06
103.6,0.0355521,6.4272e+06
103.7,0.0356313,6.42734e+06
103.8,0.0357106,6.42748e+06
103.9,0.03579,6.42762e+06
104,0.0358695,6.42777e+06
104.1,0.0359492,6.42791e+06
104.2,0.036029,6.42805e+06
104.3,0.0361089,6.4282e+06
104.4,0.0361889,6.42834e+06
104.5,0.036269,6.42848e+06
104.6,0.0363492,6.42863e+06
104.7,0.0364296,6.42877e+06
104.8,0.0365101,6.42891e+06
104.9,0.0365907,6.42906e+06
105,0.0366714,6.4292e+06
105.1,0.0367523,6.42935e+06
105.2,0.0368332,6.42949e+06
105.3,0.0369143,6.42964e+06
105.4,0.0369955,6.42979e+06
105.5,0.0370768,6.42993e+06
105.6,0.0371583,6.43008e+06
105.7,0.0372398,6.43023e+06
105.8,0.0373215,6.43037e+06
105.9,0.0374033,6.43052e+06
106,0.0374853,6.43067e+06
106.1,0.0375673,6.43082e+06
106.2,0.0376495,6.43096e+06
106.3,0.0377318,6.43111e+06
106.4,0.0378142,6.43126e+06
106.5,0.0378967,6.43141e+06
106.6,0.0379794,6.43156e+06
106.7,0.0380622,6.43171e+06
106.8,0.0381451,6.43186e+06
106.9,0.0382281,6.43201e+06
107,0.0383112,6.43216e+06
107.1,0.0383945,6.43231e+06
107.2,0.0384779,6.43246e+06
107.3,0.0385614,6.43261e+06
107.4,0.0386451,6.43276e+06
107.5,0.0387288,6.43292e+06
107.6,0.0388127,6.43307e+06
107.7,0.0388967,6.43322e+06
107.8,0.0389808,6.43337e+06
107.9,0.0390651,6.43353e+06
108,0.0391495,6.43368e+06
108.1,0.039234,6.43383e+06
108.2,0.0393186,6.43399e+06
108.3,0.0394034,6.43414e+06
108.4,0.0394883,6.4343e+06
108.5,0.0395733,6.43445e+06
108.6,0.0396584,6.43461e+06
108.7,0.0397436,6.43476e+06
108.8,0.039829,6.43492e+06
108.9,0.0399145,6.43507e+06
109,0.0400002,6.43523e+06
109.1,0.0400859,6.43538e+06
109.2,0.0401718,6.43554e+06
109.3,0.0402578,6.4357e+06
109.4,0.040344,6.43586e+06
109.5,0.0404302,6.43601e+06
109.6,0.0405166,6.43617e+06
109.7,0.0406031,6.43633e+06
109.8,0.0406898,6.43649e+06
109.9,0.0407765,6.43665e+06
110,0.0408634,6.43681e+06
110.1,0.0409505,6.43697e+06
110.2,0.0410376,6.43713e+06
110.3,0.0411249,6.43728e+06
110.4,0.0412123,6.43745e+06
110.5,0.0412999,6.43761e+06
110.6,0.0413875,6.43777e+06
110.7,0.0414753,6.43793e+06
110.8,0.0415632,6.43809e+06
110.9,0.0416513,6.43825e+06
111,0.0417395,6.43841e+06
111.1,0.0418278,6.43858e+06
111.2,0.0419162,6.43874e+06
111.3,0.0420048,6.4389e+06
111.4,0.0420935,6.43906e+06
111.5,0.0421823,6.43923e+06
111.6,0.0422713,6.43939e+06
111.7,0.0423604,6.43956e+06
111.8,0.0424496,6.43972e+06
111.9,0.042539,6.43989e+06
112,0.0426284,6.44005e+06
112.1,0.0427181,6.44022e+06
112.2,0.0428078,6.44038e+06
112.3,0.0428977,6.44055e+06
112.4,0.0429877,6.44071e+06
112.5,0.0430778,6.44088e+06
112.6,0.0431681,6.44105e+06
112.7,0.0432585,6.44121e+06
112.8,0.043349,6.44138e+06
112.9,0.0434397,6.44155e+06
113,0.0435305,6.44172e+06
113.1,0.0436214,6.44189e+06
113.2,0.0437125,6.44206e+06
113.3,0.0438037,6.44222e+06
113.4,0.043895,6.44239e+06
113.5,0.0439865,6.44256e+06
113.6,0.0440781,6.44273e+06
113.7,0.0441699,6.4429e+06
113.8,0.0442617,6.44308e+06
113.9,0.0443537,6.44325e+06
114,0.0444459,6.44342e+06
114.1,0.0445381,6.44359e+06
114.2,0.0446305,6.44376e+06
114.3,0.0447231,6.44393e+06
114.4,0.0448158,6.44411e+06
114.5,0.0449086,6.44428e+06
114.6,0.0450015,6.44445e+06
114.7,0.0450946,6.44463e+06
114.8,0.0451878,6.4448e+06
114.9,0.0452812,6.44497e+06
115,0.0453747,6.44515e+06
115.1,0.0454683,6.44532e+06
115.2,0.0455621,6.4455e+06
115.3,0.045656,6.44567e+06
115.4,0.04575,6.44585e+06
115.5,0.0458442,6.44603e+06
115.6,0.0459385,6.4462e+06
115.7,0.046033,6.44638e+06
115.8,0.0461276,6.44656e+06
115.9,0.0462223,6.44673e+06
116,0.0463172,6.44691e+06
116.1,0.0464122,6.44709e+06
116.2,0.0465073,6.44727e+06
116.3,0.0466026,6.44745e+06
116.4,0.046698,6.44763e+06
116.5,0.0467936,6.44781e+06
116.6,0.0468893,6.44799e+06
116.7,0.0469851,6.44817e+06
116.8,0.0470811,6.44835e+06
116.9,0.0471773,6.44853e+06
117,0.0472735,6.44871e+06
117.1,0.0473699,6.44889e+06
117.2,0.0474665,6.44907e+06
117.3,0.0475632,6.44925e+06
117.4,0.04766,6.44944e+06
117.5,0.0477569,6.44962e+06
117.6,0.0478541,6.4498e+06
117.7,0.0479513,6.44999e+06
117.8,0.0480487,6.45017e+06
117.9,0.0481462,6.45035e+06
118,0.0482439,6.45054e+06
118.1,0.0483417,6.45072e+06
118.2,0.0484397,6.45091e+06
118.3,0.0485378,6.45109e+06
118.4,0.0486361,6.45128e+06
118.5,0.0487345,6.45147e+06
118.6,0.048833,6.45165e+06
118.7,0.0489317,6.45184e+06
118.8,0.0490305,6.45203e+06
118.9,0.0491295,6.45222e+06
119,0.0492286,6.4524e+06
119.1,0.0493278,6.45259e+06
119.2,0.0494272,6.45278e+06
119.3,0.0495268,6.45297e+06
119.4,0.0496265,6.45316e+06
119.5,0.0497263,6.45335e+06
119.6,0.0498263,6.45354e+06
119.7,0.0499264,6.45373e+06
119.8,0.0500267,6.45392e+06
119.9,0.0501271,6.45411e+06
120,0.249334,6.4543e+06
120.1,0.551761,6.45449e+06
120.2,0.957447,6.45468e+06
120.3,1.46643,6.45487e+06
120.4,2.07874,6.45506e+06
120.5,2.79442,6.45526e+06
120.6,3.61351,6.45545e+06
120.7,4.53605,6.45564e+06
120.8,5.56206,6.45583e+06
120.9,6.6916,6.45602e+06
121,7.92469,6.45621e+06
121.1,9.26138,6.4564e+06
121.2,10.7017,6.45659e+06
121.3,12.2457,6.45678e+06
121.4,13.8934,6.45696e+06
121.5,15.6448,6.45715e+06
121.6,17.5001,6.45734e+06
121.7,19.4591,6.45753e+06
121.8,21.522,6.45772e+06
121.9,23.6888,6.45791e+06
122,25.9595,6.4581e+06
122.1,28.3342,6.45829e+06
122.2,30.813,6.45848e+06
122.3,33.3957,6.45867e+06
122.4,36.0826,6.45886e+06
122.5,38.8735,6.45904e+06
122.6,41.7687,6.45923e+06
122.7,44.768,6.45942e+06
122.8,47.8715,6.45961e+06
122.9,51.0794,6.4598e+06
123,54.3915,6.45999e+06
123.1,57.808,6.46017e+06
123.2,61.3289,6.46036e+06
123.3,64.9542,6.46055e+06
123.4,68.684,6.46074e+06
123.5,72.5183,6.46092e+06
123.6,76.4571,6.46111e+06
123.7,80.5005,6.4613e+06
123.8,84.6486,6.46149e+06
123.9,88.9012,6.46167e+06
124,93.2586,6.46186e+06
124.1,97.7207,6.46205e+06
124.2,102.288,6.46223e+06
124.3,106.959,6.46242e+06
124.4,111.736,6.46261e+06
124.5,116.617,6.46279e+06
124.6,121.604,6.46298e+06
124.7,126.695,6.46317e+06
124.8,131.891,6.46335e+06
124.9,137.193,6.46354e+06
125,142.599,6.46373e+06
125.1,148.111,6.46391e+06
125.2,153.727,6.4641e+06
125.3,159.449,6.46428e+06
125.4,165.276,6.46447e+06
125.5,171.209,6.46466e+06
125.6,177.246,6.46484e+06
125.7,183.389,6.46503e+06
125.8,189.638,6.46521e+06
125.9,195.992,6.4654e+06
126,202.451,6.46558e+06
126.1,209.016,6.46577e+06
126.2,215.686,6.46595e+06
126.3,222.462,6.46614e+06
126.4,229.344,6.46632e+06
126.5,236.331,6.46651e+06
126.6,243.424,6.46669e+06
126.7,250.623,6.46688e+06
126.8,257.927,6.46706e+06
126.9,265.338,6.46724e+06
127,272.854,6.46743e+06
127.1,280.476,6.46761e+06
127.2,288.204,6.4678e+06
127.3,296.038,6.46798e+06
127.4,303.978,6.46816e+06
127.5,312.024,6.46835e+06
127.6,320.176,6.46853e+06
127.7,328.434,6.46872e+06
127.8,336.798,6.4689e+06
127.9,345.269,6.46908e+06
128,353.846,6.46927e+06
128.1,362.529,6.46945e+06
128.2,371.318,6.46963e+06
128.3,380.214,6.46982e+06
128.4,389.216,6.47e+06
128.5,398.325,6.47018e+06
128.6,407.54,6.47036e+06
128.7,416.862,6.47055e+06
128.8,426.29,6.47073e+06
128.9,435.825,6.47091e+06
129,445.467,6.47109e+06
129.1,455.215,6.47128e+06
129.2,465.07,6.47146e+06
129.3,475.031,6.47164e+06
129.4,485.1,6.47182e+06
129.5,495.275,6.472e+06
129.6,505.557,6.47219e+06
129.7,515.946,6.47237e+06
129.8,526.442,6.47255e+06
129.9,537.046,6.47273e+06
130,547.756,6.47291e+06
130.1,558.573,6.47309e+06
130.2,569.497,6.47327e+06
130.3,580.529,6.47346e+06
130.4,591.667,6.47364e+06
130.5,602.913,6.47382e+06
130.6,614.266,6.474e+06
130.7,625.727,6.47418e+06
130.8,637.295,6.47436e+06
130.9,648.97,6.47454e+06
131,660.753,6.47472e+06
131.1,672.643,6.4749e+06
131.2,684.641,6.47508e+06
131.3,696.746,6.47526e+06
131.4,708.959,6.47544e+06
131.5,721.28,6.47562e+06
131.6,733.708,6.4758e+06
131.7,746.244,6.47598e+06
131.8,758.888,6.47616e+06
131.9,771.639,6.47634e+06
132,784.498,6.47652e+06
132.1,797.466,6.4767e+06
132.2,810.541,6.47688e+06
132.3,823.724,6.47706e+06
132.4,837.015,6.47724e+06
132.5,850.414,6.47742e+06
132.6,863.922,6.47759e+06
132.7,877.537,6.47777e+06
132.8,891.261,6.47795e+06
132.9,905.093,6.47813e+06
133,919.033,6.47831e+06
133.1,933.081,6.47849e+06
133.2,947.238,6.47867e+06
133.3,961.503,6.47884e+06
133.4,975.876,6.47902e+06
133.5,990.358,6.4792e+06
133.6,1004.95,6.47938e+06
133.7,1019.65,6.47956e+06
133.8,1034.46,6.47973e+06
133.9,1049.37,6.47991e+06
134,1064.4,6.48009e+06
134.1,1079.53,6.48027e+06
134.2,1094.77,6.48044e+06
134.3,1110.12,6.48062e+06
134.4,1125.58,6.4808e+06
134.5,1141.15,6.48098e+06
134.6,1156.83,6.48115e+06
134.7,1172.62,6.48133e+06
134.8,1188.51,6.48151e+06
134.9,1204.52,6.48168e+06
135,1220.63,6.48186e+06
135.1,1236.85,6.48204e+06
135.2,1253.19,6.48221e+06
135.3,1269.63,6.48239e+06
135.4,1286.18,6.48257e+06
135.5,1302.84,6.48274e+06
135.6,1319.61,6.48292e+06
135.7,1336.48,6.48309e+06
135.8,1353.47,6.48327e+06
135.9,1370.57,6.48344e+06
136,1387.78,6.48362e+06
136.1,1405.09,6.4838e+06
136.2,1422.52,6.48397e+06
136.3,1440.05,6.48415e+06
136.4,1457.7,6.48432e+06
136.5,1475.45,6.4845e+06
136.6,1493.32,6.48467e+06
136.7,1511.29,6.48485e+06
136.8,1529.38,6.48502e+06
136.9,1547.57,6.4852e+06
137,1565.88,6.48537e+06
137.1,1584.29,6.48555e+06
137.2,1602.81,6.48572e+06
137.3,1621.45,6.4859e+06
137.4,1640.19,6.48607e+06
137.5,1659.05,6.48624e+06
137.6,1678.01,6.48642e+06
137.7,1697.08,6.48659e+06
137.8,1716.27,6.48677e+06
137.9,1735.56,6.48694e+06
138,1754.97,6.48711e+06
138.1,1774.49,6.48729e+06
138.2,1794.11,6.48746e+06
138.3,1813.85,6.48764e+06
138.4,1833.7,6.48781e+06
138.5,1853.65,6.48798e+06
138.6,1873.72,6.48815e+06
138.7,1893.9,6.48833e+06
138.8,1914.19,6.4885e+06
138.9,1934.59,6.48867e+06
139,1955.1,6.48885e+06
139.1,1975.72,6.48902e+06
139.2,1996.46,6.48919e+06
139.3,2017.3,6.48936e+06
139.4,2038.25,6.48954e+06
139.5,2059.32,6.48971e+06
139.6,2080.5,6.48988e+06
139.7,2101.78,6.49005e+06
139.8,2123.18,6.49023e+06
139.9,2144.69,6.4904e+06
140,2166.31,6.49057e+06
140.1,2188.04,6.49074e+06
140.2,2209.89,6.49091e+06
140.3,2231.84,6.49109e+06
140.4,2253.91,6.49126e+06
140.5,2276.09,6.49143e+06
140.6,2298.38,6.4916e+06
140.7,2320.78,6.49177e+06
140.8,2343.29,6.49194e+06
140.9,2365.91,6.49211e+06
141,2388.65,6.49228e+06
141.1,2411.49,6.49245e+06
141.2,2434.45,6.49263e+06
141.3,2457.52,6.4928e+06
141.4,2480.7,6.49297e+06
141.5,2504,6.49314e+06
141.6,2527.4,6.49331e+06
141.7,2550.92,6.49348e+06
141.8,2574.55,6.49365e+06
141.9,2598.29,6.49382e+06
142,2622.15,6.49399e+06
142.1,2646.11,6.49416e+06
142.2,2670.19,6.49433e+06
142.3,2694.38,6.4945e+06
142.4,2718.68,6.49467e+06
142.5,2743.1,6.49484e+06
142.6,2767.63,6.49501e+06
142.7,2792.26,6.49518e+06
142.8,2817.02,6.49534e+06
142.9,2841.88,6.49551e+06
143,2866.86,6.49568e+06
143.1,2891.95,6.49585e+06
143.2,2917.15,6.49602e+06
143.3,2942.46,6.49619e+06
143.4,2967.89,6.49636e+06
143.5,2993.43,6.49653e+06
143.6,3019.08,6.4967e+06
143.7,3044.85,6.49686e+06
143.8,3070.73,6.49703e+06
143.9,3096.72,6.4972e+06
144,3122.82,6.49737e+06
144.1,3149.04,6.49754e+06
144.2,3175.37,6.4977e+06
144.3,3201.81,6.49787e+06
144.4,3228.37,6.49804e+06
144.5,3255.04,6.49821e+06
144.6,3281.82,6.49837e+06
144.7,3308.71,6.49854e+06
144.8,3335.72,6.49871e+06
144.9,3362.85,6.49888e+06
145,3390.08,6.49904e+06
145.1,3417.43,6.49921e+06
145.2,3444.89,6.49938e+06
145.3,3472.47,6.49955e+06
145.4,3500.16,6.49971e+06
145.5,3527.96,6.49988e+06
145.6,3555.88,6.50005e+06
145.7,3583.91,6.50021e+06
145.8,3612.05,6.50038e+06
145.9,3640.31,6.50054e+06
146,3668.68,6.50071e+06
146.1,3697.17,6.50088e+06
146.2,3725.77,6.50104e+06
146.3,3754.48,6.50121e+06
146.4,3783.31,6.50137e+06
146.5,3812.25,6.50154e+06
146.6,3841.31,6.50171e+06
146.7,3870.48,6.50187e+06
146.8,3899.76,6.50204e+06
146.9,3929.16,6.5022e+06
147,3958.67,6.50237e+06
147.1,3988.3,6.50253e+06
147.2,4018.04,6.5027e+06
147.3,4047.9,6.50286e+06
147.4,4077.87,6.50303e+06
147.5,4107.95,6.50319e+06
147.6,4138.15,6.50336e+06
147.7,4168.47,6.50352e+06
147.8,4198.89,6.50369e+06
147.9,4229.44,6.50385e+06
148,4260.09,6.50402e+06
148.1,4290.87,6.50418e+06
148.2,4321.76,6.50434e+06
148.3,4352.76,6.50451e+06
148.4,4383.87,6.50467e+06
148.5,4415.11,6.50484e+06
148.6,4446.45,6.505e+06
148.7,4477.92,6.50516e+06
148.8,4509.49,6.50533e+06
148.9,4541.19,6.50549e+06
149,4572.99,6.50565e+06
149.1,4604.92,6.50582e+06
149.2,4636.96,6.50598e+06
149.3,4669.11,6.50614e+06
149.4,4701.38,6.50631e+06
149.5,4733.76,6.50647e+06
149.6,4766.26,6.50663e+06
149.7,4798.88,6.50679e+06
149.8,4831.61,6.50696e+06
149.9,4864.45,6.50712e+06
150,4897.42,6.50728e+06
150.1,4930.49,6.50744e+06
150.2,4963.69,6.50761e+06
150.3,4997,6.50777e+06
150.4,5030.42,6.50793e+06
150.5,5063.96,6.50809e+06
150.6,5097.62,6.50826e+06
150.7,5131.39,6.50842e+06
150.8,5165.28,6.50858e+06
150.9,5199.29,6.50874e+06
151,5233.41,6.5089e+06
151.1,5267.65,6.50906e+06
151.2,5302,6.50922e+06
151.3,5336.47,6.50939e+06
151.4,5371.06,6.50955e+06
151.5,5405.76,6.50971e+06
151.6,5440.58,6.50987e+06
151.7,5475.51,6.51003e+06
151.8,5510.56,6.51019e+06
151.9,5545.73,6.51035e+06
152,5581.02,6.51051e+06
152.1,5616.42,6.51067e+06
152.2,5651.94,6.51083e+06
152.3,5687.57,6.51099e+06
152.4,5723.32,6.51115e+06
152.5,5759.19,6.51131e+06
152.6,5795.18,6.51147e+06
152.7,5831.28,6.51163e+06
152.8,5867.5,6.51179e+06
152.9,5903.84,6.51195e+06
153,5940.29,6.51211e+06
153.1,5976.86,6.51227e+06
153.2,6013.55,6.51243e+06
153.3,6050.35,6.51259e+06
153.4,6087.27,6.51275e+06
153.5,6124.31,6.51291e+06
153.6,6161.47,6.51307e+06
153.7,6198.74,6.51323e+06
153.8,6236.14,6.51339e+06
153.9,6273.64,6.51354e+06
154,6311.27,6.5137e+06
154.1,6349.02,6.51386e+06
154.2,6386.88,6.51402e+06
154.3,6424.86,6.51418e+06
154.4,6462.95,6.51434e+06
154.5,6501.17,6.5145e+06
154.6,6539.5,6.51465e+06
154.7,6577.95,6.51481e+06
154.8,6616.52,6.51497e+06
154.9,6655.21,6.51513e+06
155,6694.01,6.51529e+06
155.1,6732.94,6.51544e+06
155.2,6771.98,6.5156e+06
155.3,6811.13,6.51576e+06
155.4,6850.41,6.51592e+06
155.5,6889.81,6.51607e+06
155.6,6929.32,6.51623e+06
155.7,6968.95,6.51639e+06
155.8,7008.7,6.51654e+06
155.9,7048.57,6.5167e+06
156,7088.56,6.51686e+06
156.1,7128.67,6.51701e+06
156.2,7168.89,6.51717e+06
156.3,7209.23,6.51733e+06
156.4,7249.7,6.51748e+06
156.5,7290.28,6.51764e+06
156.6,7330.98,6.5178e+06
156.7,7371.79,6.51795e+06
156.8,7412.73,6.51811e+06
156.9,7453.79,6.51826e+06
157,7494.96,6.51842e+06
157.1,7536.26,6.51858e+06
157.2,7577.67,6.51873e+06
157.3,7619.2,6.51889e+06
157.4,7660.85,6.51904e+06
157.5,7702.62,6.5192e+06
157.6,7744.51,6.51935e+06
157.7,7786.52,6.51951e+06
157.8,7828.65,6.51966e+06
157.9,7870.9,6.51982e+06
158,7913.27,6.51997e+06
158.1,7955.76,6.52013e+06
158.2,7998.36,6.52028e+06
158.3,8041.09,6.52044e+06
158.4,8083.94,6.52059e+06
158.5,8126.9,6.52075e+06
158.6,8169.99,6.5209e+06
158.7,8213.19,6.52106e+06
158.8,8256.52,6.52121e+06
158.9,8299.96,6.52136e+06
159,8343.53,6.52152e+06
159.1,8387.21,6.52167e+06
159.2,8431.02,6.52183e+06
159.3,8474.94,6.52198e+06
159.4,8518.99,6.52213e+06
